Id,count_non_null,count_zeros,missing_count,missing_ratio,mean,std,min,max,range,median,L1_S25_mean,L1_S25_count,L1_S25_std,L1_S24_mean,L1_S24_count,L1_S24_std,L3_S30_mean,L3_S30_count,L3_S30_std,L3_S29_mean,L3_S29_count,L3_S29_std,L0_S21_mean,L0_S21_count,L0_S21_std,L0_S22_mean,L0_S22_count,L0_S22_std,L0_S23_mean,L0_S23_count,L0_S23_std,L2_S26_mean,L2_S26_count,L2_S26_std,L2_S27_mean,L2_S27_count,L2_S27_std,L2_S28_mean,L2_S28_count,L2_S28_std,Response
73,160,28,808,0.8347107438016529,0.010400000000000001,0.11931624908451267,-0.351,0.52,0.871,0.0,,0,,,0,,0.012222222222222225,36,0.10136838366250694,0.06109433962264152,53,0.1426700421563071,,0,,-0.03071428571428572,14,0.07749583469841714,,0,,,0,,,0,,,0,,0
75,190,36,778,0.8037190082644629,-0.0002526315789473698,0.09885090782165401,-0.48,0.343,0.823,0.0,,0,,,0,,0.016235294117647053,68,0.03834802049691231,-0.03554716981132075,53,0.14022571996574992,,0,,,0,,,0,,,0,,,0,,,0,,0
76,164,30,804,0.8305785123966942,-0.013963414634146342,0.15515726793935145,-0.702,0.52,1.222,0.0,,0,,,0,,0.008250000000000002,36,0.07796459819320926,-0.03767924528301886,53,0.22618659533029753,,0,,-0.002714285714285708,14,0.12850467131373297,,0,,,0,,,0,,,0,,0
78,162,30,806,0.8326446280991735,-0.009537037037037037,0.15269321896086993,-0.702,0.52,1.222,0.0,,0,,,0,,-0.006611111111111112,36,0.08391671986568512,-0.018584905660377356,53,0.22867943921923883,,0,,,0,,,0,,,0,,,0,,,0,,0
79,160,28,808,0.8347107438016529,0.0018687499999999995,0.14424848066627363,-0.657,0.52,1.177,0.0,,0,,,0,,-0.017277777777777774,36,0.0835233452775283,0.043415094339622644,53,0.2159019928972639,,0,,-0.018928571428571427,14,0.06965460312329498,,0,,,0,,,0,,,0,,0
81,190,37,778,0.8037190082644629,0.0029526315789473677,0.11360966717018253,-0.48,0.343,0.823,0.0,,0,,,0,,-0.0033382352941176466,68,0.04097090714958882,0.008981132075471696,53,0.14922137537204422,,0,,,0,,,0,,,0,,,0,,,0,,0
82,190,36,778,0.8037190082644629,-0.010663157894736841,0.1126291954713103,-0.48,0.315,0.7949999999999999,0.0,,0,,,0,,-0.0062499999999999995,68,0.05498829590528482,0.013660377358490568,53,0.13266324390904305,,0,,,0,,,0,,,0,,,0,,,0,,0
84,210,35,758,0.7830578512396694,-0.004714285714285713,0.13209969515488557,-0.5,0.885,1.385,0.0,,0,,-0.008346938775510201,49,0.16357293875368573,-0.012823529411764704,68,0.0480341735243077,0.002056603773584905,53,0.15654630859396743,,0,,,0,,,0,,0.02492857142857143,14,0.25156998239844924,,0,,,0,,0
86,190,40,778,0.8037190082644629,-0.00047894736842105307,0.10909224813001467,-0.48,0.426,0.9059999999999999,0.0,,0,,,0,,-0.013661764705882354,68,0.06864870780580286,-0.010037735849056604,53,0.15024684333867575,,0,,,0,,,0,,,0,,,0,,,0,,0
87,190,39,778,0.8037190082644629,0.008657894736842106,0.11706988739734453,-0.503,0.346,0.849,0.0,,0,,,0,,0.021779411764705884,68,0.06603772001909555,-0.011339622641509433,53,0.14094010503595905,,0,,,0,,,0,,,0,,,0,,,0,,0
88,192,40,776,0.8016528925619835,0.016677083333333335,0.11720595331730888,-0.331,0.52,0.851,0.0,,0,,,0,,-0.008058823529411766,68,0.05485364036490037,0.05333962264150943,53,0.1468397796915225,,0,,0.016714285714285716,14,0.0852177559788213,,0,,,0,,,0,,,0,,0
91,158,28,810,0.8367768595041323,-0.015974683544303796,0.10265891514222943,-0.209,0.52,0.729,0.0,,0,,,0,,-0.010333333333333333,36,0.04926430176681111,-0.021169811320754715,53,0.14107523031907163,,0,,,0,,,0,,,0,,,0,,,0,,0
92,190,37,778,0.8037190082644629,-0.014263157894736844,0.11830122171287158,-0.48,0.43,0.9099999999999999,0.0,,0,,,0,,-0.0045882352941176464,68,0.05823478862153238,-0.012018867924528304,53,0.15284387340405664,,0,,,0,,,0,,,0,,,0,,,0,,0
93,190,37,778,0.8037190082644629,-0.008621052631578948,0.09984073867622982,-0.48,0.315,0.7949999999999999,0.0,,0,,,0,,0.0012499999999999998,68,0.04727858844522682,-0.027490566037735847,53,0.14047962111192627,,0,,,0,,,0,,,0,,,0,,,0,,0
95,204,38,764,0.7892561983471075,-0.013455882352941177,0.11730954805023175,-0.48,0.443,0.923,0.0,,0,,,0,,-0.0023529411764705876,68,0.06858217964132297,-0.03611320754716981,53,0.16055093373196588,,0,,,0,,,0,,,0,,-0.04700000000000001,14,0.10345418904408477,,0,,0
96,204,42,764,0.7892561983471075,-0.016588235294117643,0.10313574707134303,-0.48,0.343,0.823,0.0,,0,,,0,,-0.0007058823529411755,68,0.051619751751162325,-0.04679245283018869,53,0.12421110418752146,,0,,,0,,,0,,,0,,-0.08142857142857142,14,0.15047397642920712,,0,,0
97,192,41,776,0.8016528925619835,0.0106875,0.11043600525437568,-0.48,0.399,0.879,0.0,,0,,,0,,0.006808823529411765,68,0.05739188599183456,0.0033584905660377366,53,0.15955648798847466,,0,,,0,,0.015428571428571427,14,0.11496468640795363,,0,,,0,,,0,,0
98,190,36,778,0.8037190082644629,0.010878947368421054,0.1162690324816975,-0.48,0.424,0.9039999999999999,0.0,,0,,,0,,0.0026029411764705887,68,0.05839958589760216,0.011566037735849055,53,0.15229052567050436,,0,,,0,,,0,,,0,,,0,,,0,,0
99,190,40,778,0.8037190082644629,-0.005494736842105265,0.12263628623825547,-0.478,0.589,1.067,0.0,,0,,,0,,-0.012029411764705882,68,0.06300650773975071,-0.03498113207547169,53,0.1658696766656139,,0,,,0,,,0,,,0,,,0,,,0,,0
102,192,39,776,0.8016528925619835,0.015223958333333334,0.10983679872852355,-0.48,0.803,1.283,0.0,,0,,,0,,0.014279411764705884,68,0.05327676136122909,-0.005207547169811322,53,0.1295388801881751,0.04357142857142858,14,0.06138618522325472,,0,,,0,,,0,,,0,,,0,,0
103,110,39,858,0.8863636363636364,0.005118181818181818,0.09247937849166793,-0.272,0.343,0.615,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
104,204,36,764,0.7892561983471075,0.004098039215686277,0.12731145702462315,-0.495,0.545,1.04,0.0,,0,,,0,,-0.0053088235294117625,68,0.05764281611217071,-0.02022641509433962,53,0.14722636175806522,,0,,,0,,,0,,-0.009142857142857142,14,0.11177371174548438,,0,,,0,,0
106,162,32,806,0.8326446280991735,0.0025987654320987676,0.15275403278679056,-0.702,0.555,1.2570000000000001,0.0,,0,,,0,,-0.023277777777777776,36,0.0627136855017017,0.02547169811320755,53,0.21735168274317948,,0,,,0,,,0,,,0,,,0,,,0,,0
107,210,38,758,0.7830578512396694,-0.0019523809523809515,0.0998828386342424,-0.393,0.52,0.913,0.0,,0,,0.007204081632653059,49,0.06869406196797409,-0.01063235294117647,68,0.05124797903893446,0.012377358490566035,53,0.16647594263887988,,0,,,0,,,0,,-0.03507142857142857,14,0.0928294252799305,,0,,,0,,0
112,193,39,775,0.8006198347107438,-0.017761658031088083,0.10707471681293375,-0.48,0.438,0.9179999999999999,0.0,,0,,,0,,-0.0006176470588235291,68,0.054499905357103834,-0.03660377358490566,53,0.14287923082404536,,0,,,0,,,0,,,0,,,0,,,0,,0
115,162,33,806,0.8326446280991735,-0.014037037037037037,0.13361309160058743,-0.702,0.52,1.222,0.0,,0,,,0,,-0.007972222222222223,36,0.04066622755422568,-0.02564150943396226,53,0.20947077034385253,,0,,,0,,,0,,,0,,,0,,,0,,0
116,183,33,785,0.8109504132231405,0.015513661202185792,0.10893272739659275,-0.304,0.52,0.8240000000000001,0.0,,0,,,0,,0.021367647058823522,68,0.06045447390620947,-0.0045094339622641505,53,0.14003057669412355,0.02885714285714286,14,0.06469913463082812,,0,,,0,,,0,,,0,,,0,,0
118,190,39,778,0.8037190082644629,-0.008905263157894737,0.10489204061220672,-0.48,0.248,0.728,0.0,,0,,,0,,0.003735294117647059,68,0.04812533935435578,-0.038245283018867926,53,0.15075705183919355,,0,,,0,,,0,,,0,,,0,,,0,,0
120,110,36,858,0.8863636363636364,0.007109090909090911,0.10184115581391734,-0.336,0.491,0.827,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
122,155,29,813,0.8398760330578512,0.003258064516129036,0.15055649320298434,-0.702,0.52,1.222,0.0,,0,,,0,,0.0052222222222222245,36,0.05854039441084914,-0.024939999999999997,50,0.22297354194649033,,0,,,0,,,0,,,0,,,0,,,0,,0
123,190,39,778,0.8037190082644629,0.007157894736842104,0.1144891405205389,-0.427,0.52,0.9470000000000001,0.0,,0,,,0,,-0.002044117647058822,68,0.04978264212975029,0.033169811320754715,53,0.12612931945017272,,0,,,0,,,0,,,0,,,0,,,0,,0
124,164,32,804,0.8305785123966942,0.0015975609756097556,0.15564308389570938,-0.702,0.592,1.294,0.0,,0,,,0,,0.004222222222222225,36,0.07646740149935455,-0.0032830188679245234,53,0.21861534337722485,,0,,,0,,-0.03828571428571429,14,0.09187736690529691,,0,,,0,,,0,,0
125,190,37,778,0.8037190082644629,-0.021094736842105263,0.12032408386244946,-0.368,0.52,0.888,0.0,,0,,,0,,-0.010205882352941176,68,0.06522785752818573,0.003811320754716984,53,0.14989753636346878,,0,,,0,,,0,,,0,,,0,,,0,,0
126,158,28,810,0.8367768595041323,-0.013367088607594935,0.12050733278058305,-0.276,0.52,0.796,0.0,,0,,,0,,-0.01611111111111111,36,0.059719715709675346,0.011905660377358494,53,0.17066806110906807,,0,,,0,,,0,,,0,,,0,,,0,,0
127,210,37,758,0.7830578512396694,0.010285714285714287,0.10900614216360309,-0.48,0.398,0.878,0.0,,0,,0.027653061224489794,49,0.12586873966895173,0.01729411764705882,68,0.07721728575010145,0.00020754716981132067,53,0.14273797382867,,0,,,0,,,0,,-0.05764285714285715,14,0.08786231111395668,,0,,,0,,0
131,190,40,778,0.8037190082644629,0.02386842105263158,0.12639062884955415,-0.48,0.501,0.981,0.0,,0,,,0,,0.02380882352941176,68,0.098890902853862,-0.030207547169811316,53,0.1283706110762845,,0,,,0,,,0,,,0,,,0,,,0,,0
135,162,29,806,0.8326446280991735,-0.002222222222222221,0.14080482946262893,-0.702,0.52,1.222,0.0,,0,,,0,,-0.009944444444444442,36,0.09855932062742559,-0.012716981132075474,53,0.2036899394591324,,0,,,0,,,0,,,0,,,0,,,0,,0
136,110,34,858,0.8863636363636364,0.0029727272727272745,0.11309510969325973,-0.336,0.379,0.7150000000000001,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
137,210,38,758,0.7830578512396694,0.005233333333333332,0.10622021826723961,-0.28,0.52,0.8,0.0,,0,,0.020346938775510203,49,0.0857983466770602,0.006205882352941176,68,0.07083796073645392,0.006358490566037737,53,0.16488178683058666,,0,,,0,,,0,,0.0025,14,0.06959304784022832,,0,,,0,,0
140,112,39,856,0.8842975206611571,0.012473214285714287,0.13127475895664356,-0.327,0.803,1.1300000000000001,0.0,,0,,,0,,,0,,,0,,,0,,0.001571428571428571,14,0.04146678798140152,,0,,,0,,,0,,,0,,0
142,193,43,775,0.8006198347107438,-0.0006632124352331595,0.1316104397773082,-0.573,0.52,1.093,0.0,,0,,,0,,-0.0028088235294117638,68,0.04579782219711156,0.015867924528301887,53,0.16505733709321102,,0,,,0,,,0,,,0,,,0,,,0,,0
145,190,37,778,0.8037190082644629,-0.020452631578947368,0.1123264110175597,-0.316,0.52,0.8360000000000001,-0.005,,0,,,0,,-0.02385294117647059,68,0.044936195132781465,-5.6603773584905775e-05,53,0.12674905781691082,,0,,,0,,,0,,,0,,,0,,,0,,0
146,191,38,777,0.8026859504132231,-0.0075183246073298425,0.10175821926880027,-0.48,0.343,0.823,0.0,,0,,,0,,0.012573529411764706,68,0.05622192597636318,-0.031075471698113206,53,0.13106514074139503,,0,,,0,,,0,,,0,,,0,,,0,,0
152,162,31,806,0.8326446280991735,0.0030493827160493836,0.13817568268451189,-0.702,0.52,1.222,0.0,,0,,,0,,-0.005694444444444443,36,0.057198311385886436,0.014603773584905663,53,0.20809865815028156,,0,,,0,,,0,,,0,,,0,,,0,,0
153,162,31,806,0.8326446280991735,0.0030493827160493836,0.13817568268451189,-0.702,0.52,1.222,0.0,,0,,,0,,-0.005694444444444443,36,0.057198311385886436,0.014603773584905663,53,0.20809865815028156,,0,,,0,,,0,,,0,,,0,,,0,,0
156,110,40,858,0.8863636363636364,0.019072727272727272,0.12201787424265162,-0.207,0.542,0.749,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
159,204,38,764,0.7892561983471075,-0.00018627450980392106,0.11876824561035977,-0.48,0.407,0.887,0.0,,0,,,0,,0.029823529411764707,68,0.10053260274270734,-0.030584905660377353,53,0.14639270604495294,,0,,,0,,,0,,,0,,-0.06178571428571429,14,0.1367857271970843,,0,,0
160,115,23,853,0.881198347107438,0.004408695652173912,0.15832195133524452,-0.725,0.52,1.245,0.0,,0,,,0,,0.012333333333333339,36,0.06672459388090293,0.0029245283018867877,53,0.21224974848735692,,0,,,0,,,0,,,0,,,0,,,0,,0
162,210,38,758,0.7830578512396694,-0.005771428571428572,0.11213707069806884,-0.48,0.342,0.8220000000000001,0.0,,0,,-0.004714285714285714,49,0.15232900249131812,-0.01920588235294118,68,0.05712190651306593,-0.011792452830188677,53,0.14343483624851097,,0,,,0,,,0,,,0,,0.04035714285714286,14,0.06979597425337669,,0,,0
163,190,36,778,0.8037190082644629,0.008942105263157897,0.12442971206356487,-0.48,0.494,0.974,0.0,,0,,,0,,0.00839705882352941,68,0.048051321974105735,-0.00650943396226415,53,0.14794614699034517,,0,,,0,,,0,,,0,,,0,,,0,,0
165,192,38,776,0.8016528925619835,0.013348958333333334,0.1361132424244871,-0.48,0.803,1.283,0.0,,0,,,0,,0.019397058823529406,68,0.1103159830243259,0.006320754716981135,53,0.15165063260220912,,0,,,0,,-0.0041428571428571434,14,0.05346581530841371,,0,,,0,,,0,,0
166,165,29,803,0.8295454545454546,0.009296969696969698,0.11042231704015894,-0.276,0.52,0.796,0.0,,0,,0.04144897959183673,49,0.09853194516341936,0.005944444444444447,36,0.04829726075902646,-0.004452830188679244,53,0.15813049212569003,,0,,,0,,,0,,,0,,,0,,,0,,0
169,190,40,778,0.8037190082644629,-0.005989473684210525,0.11664353464433712,-0.339,0.52,0.859,0.0,,0,,,0,,-0.022411764705882357,68,0.06325457574012504,0.0017924528301886792,53,0.1487482848628419,,0,,,0,,,0,,,0,,,0,,,0,,0
174,158,30,810,0.8367768595041323,-0.0023417721518987334,0.13215903236756052,-0.418,0.52,0.938,0.0,,0,,,0,,0.0028333333333333327,36,0.042325608594055,-0.006188679245283016,53,0.18332097288675164,,0,,,0,,,0,,,0,,,0,,,0,,0
175,158,28,810,0.8367768595041323,0.008031645569620252,0.12232214026311311,-0.257,0.52,0.777,0.0,,0,,,0,,0.019277777777777776,36,0.06551057106021074,0.025716981132075475,53,0.1683911857457659,,0,,,0,,,0,,,0,,,0,,,0,,0
176,158,28,810,0.8367768595041323,0.008031645569620252,0.12232214026311311,-0.257,0.52,0.777,0.0,,0,,,0,,0.019277777777777776,36,0.06551057106021074,0.025716981132075475,53,0.1683911857457659,,0,,,0,,,0,,,0,,,0,,,0,,0
177,161,28,807,0.8336776859504132,0.0072919254658385104,0.12141224401556205,-0.257,0.52,0.777,0.0,,0,,,0,,0.019277777777777776,36,0.06551057106021074,0.025716981132075475,53,0.1683911857457659,,0,,,0,,,0,,,0,,,0,,,0,,0
179,192,38,776,0.8016528925619835,-0.0034947916666666656,0.09238905883613353,-0.316,0.52,0.8360000000000001,0.0,,0,,,0,,-0.01138235294117647,68,0.04375611834804932,0.01326415094339623,53,0.12372288373361406,-0.008142857142857141,14,0.08612411182336012,,0,,,0,,,0,,,0,,,0,,0
181,190,39,778,0.8037190082644629,-0.00010000000000000009,0.11605593205467506,-0.48,0.539,1.0190000000000001,0.0,,0,,,0,,0.009985294117647061,68,0.06602905119267383,-0.03281132075471698,53,0.13195192256794103,,0,,,0,,,0,,,0,,,0,,,0,,0
183,190,40,778,0.8037190082644629,-0.004131578947368422,0.11052461983687761,-0.492,0.343,0.835,0.0,,0,,,0,,0.006367647058823528,68,0.05869168224314489,-0.011339622641509436,53,0.12119722378710254,,0,,,0,,,0,,,0,,,0,,,0,,0
184,193,40,775,0.8006198347107438,-0.003963730569948187,0.10967885759195821,-0.492,0.343,0.835,0.0,,0,,,0,,0.006367647058823528,68,0.05869168224314489,-0.011339622641509436,53,0.12119722378710254,,0,,,0,,,0,,,0,,,0,,,0,,0
185,190,39,778,0.8037190082644629,-0.010557894736842105,0.1143214363553889,-0.294,0.52,0.8140000000000001,0.0,,0,,,0,,-0.01644117647058824,68,0.06198010811204135,0.010377358490566042,53,0.16450581313262674,,0,,,0,,,0,,,0,,,0,,,0,,0
187,160,28,808,0.8347107438016529,0.007912500000000003,0.12359852777918669,-0.347,0.52,0.867,0.0,,0,,,0,,0.02694444444444444,36,0.06896953548775593,0.02658490566037736,53,0.1569613418797841,0.0030714285714285726,14,0.05657053362595473,,0,,,0,,,0,,,0,,,0,,0
188,135,42,833,0.8605371900826446,-0.003755555555555555,0.10421157201238991,-0.52,0.365,0.885,0.0,0.01447826086956522,46,0.11183236246581751,,0,,,0,,,0,,,0,,,0,,,0,,-0.09542857142857143,14,0.11356239510690845,,0,,,0,,0
190,192,39,776,0.8016528925619835,-0.006156249999999999,0.11418354179686976,-0.312,0.52,0.8320000000000001,0.0,,0,,,0,,-0.007720588235294118,68,0.05998254611513906,0.014264150943396229,53,0.16190288529564167,,0,,,0,,-0.05521428571428571,14,0.09446381364264354,,0,,,0,,,0,,0
191,164,32,804,0.8305785123966942,-0.016981707317073165,0.14967320116837024,-0.702,0.52,1.222,0.0,,0,,,0,,-0.008027777777777778,36,0.06544157093430146,-0.019792452830188666,53,0.21454310652484138,,0,,-0.006071428571428567,14,0.10287517775344156,,0,,,0,,,0,,,0,,0
192,190,42,778,0.8037190082644629,0.013663157894736842,0.10702460880304973,-0.253,0.575,0.828,0.0,,0,,,0,,-0.00436764705882353,68,0.044694286392916956,0.0319811320754717,53,0.13813698476596417,,0,,,0,,,0,,,0,,,0,,,0,,0
197,206,40,762,0.7871900826446281,-0.003742718446601943,0.10409398577031045,-0.48,0.299,0.7789999999999999,0.0,,0,,,0,,0.00020588235294117583,68,0.06059051667670554,-0.01990566037735849,53,0.13599409830958212,,0,,,0,,0.020785714285714286,14,0.12252106793491513,,0,,-0.01685714285714286,14,0.08806278978691821,,0,,0
200,190,40,778,0.8037190082644629,-0.0009578947368421055,0.11142619602035059,-0.447,0.52,0.9670000000000001,0.0,,0,,,0,,0.0032058823529411773,68,0.06617357519760975,0.0035471698113207577,53,0.17001703150405664,,0,,,0,,,0,,,0,,,0,,,0,,0
201,190,41,778,0.8037190082644629,-0.010742105263157895,0.10359093245332666,-0.48,0.343,0.823,0.0,,0,,,0,,-0.004176470588235295,68,0.04345797117904979,-0.015716981132075473,53,0.15064315672354406,,0,,,0,,,0,,,0,,,0,,,0,,0
